sequence_index,word,layer
1700,"route","必考词"
1701,"routine","必考词"
1702,"row","必考词"
1703,"rule","必考词"
1704,"ruler","必考词"
1705,"surname","必考词"
1706,"surpass","必考词"
1707,"surplus","必考词"
1708,"surprise","必考词"
1709,"survey","必考词"
1710,"surveillance","必考词"
1711,"survival","必考词"
1712,"survive","必考词"
1713,"susceptible","必考词"
1714,"suspend","必考词"
1715,"suspect","必考词"
1716,"suspicion","必考词"
1717,"suspicious","必考词"
1718,"sustain","必考词"
1719,"swarm","必考词"
1720,"swear","必考词"
1721,"swell","必考词"
1722,"swing","必考词"
1723,"switch","必考词"
1724,"project","必考词"
1725,"profit","必考词"
1726,"profitable","必考词"
1727,"profound","必考词"
1728,"program","必考词"
1729,"progressive","必考词"
1730,"prohibit","必考词"
1731,"prolong","必考词"
1732,"prominent","必考词"
1733,"promise","必考词"
1734,"promising","必考词"
1735,"promote","必考词"
1736,"prompt","必考词"
1737,"proof","必考词"
1738,"reservation","必考词"
1739,"reserve","必考词"
1740,"resist","必考词"
1741,"resistance","必考词"
1742,"resistant","必考词"
1743,"resilient","必考词"
1744,"resort","必考词"
1745,"resource","必考词"
1746,"respect","必考词"
1747,"respective","必考词"
1748,"respond","必考词"
1749,"response","必考词"
1750,"responsibility","必考词"
1751,"responsible","必考词"
1752,"succeed","必考词"
1753,"success","必考词"
1754,"successful","必考词"
1755,"succession","必考词"
1756,"successive","必考词"
1757,"successor","必考词"
1758,"suck","必考词"
1759,"sue","必考词"
1760,"suffer","必考词"
1761,"suffice","必考词"
1762,"sufficient","必考词"
1763,"suggest","必考词"
1764,"suggestion","必考词"
1765,"suicide","必考词"
1766,"suit","必考词"
1767,"suitable","必考词"
1768,"super","必考词"
1769,"superb","必考词"
1770,"superficial","必考词"
1771,"superfluous","必考词"
1772,"superior","必考词"
1773,"superiority","必考词"
1774,"supervise","必考词"
1775,"trigger","必考词"
1776,"triumph","必考词"
1777,"assure","必考词"
1778,"assurance","必考词"
1779,"astonish","必考词"
1780,"atmosphere","必考词"
1781,"council","必考词"
1782,"counsel","必考词"
1783,"drama","必考词"
1784,"dramatic","必考词"
1785,"exploit","必考词"
1786,"explore","必考词"
1787,"intellectual","必考词"
1788,"intelligence","必考词"
1789,"intelligent","必考词"
1790,"intelligible","必考词"
1791,"polish","必考词"
1792,"point","必考词"
1793,"propel","必考词"
1794,"proper","必考词"
1795,"property","必考词"
1796,"proportion","必考词"
1797,"proposal","必考词"
1798,"propose","必考词"
1799,"proposition","必考词"
1800,"prospect","必考词"
1801,"prospective","必考词"
1802,"protocol","必考词"
1803,"proximate","必考词"
1804,"restore","必考词"
1805,"restrain","必考词"
1806,"restraint","必考词"
1807,"restrict","必考词"
1808,"attach","必考词"
1809,"attack","必考词"
1810,"attain","必考词"
1811,"attempt","必考词"
1812,"attend","必考词"
1813,"attention","必考词"
1814,"attitude","必考词"
1815,"attribute","必考词"
1816,"court","必考词"
1817,"courtesy","必考词"
1818,"cover","必考词"
1819,"create","必考词"
1820,"creative","必考词"
1821,"credit","必考词"
1822,"crisis","必考词"
1823,"drive","必考词"
1824,"drug","必考词"
1825,"export","必考词"
1826,"expose","必考词"
1827,"exposure","必考词"
1828,"express","必考词"
1829,"expression","必考词"
1830,"extend","必考词"
1831,"extension","必考词"
1832,"extensive","必考词"
1833,"extent","必考词"
1834,"human","必考词"
1835,"humanity","必考词"
1836,"humble","必考词"
1837,"intend","必考词"
1838,"intention","必考词"
1839,"intense","必考词"
1840,"intensity","必考词"
1841,"intensive","必考词"
1842,"interact","必考词"
1843,"intercourse","必考词"
1844,"interest","必考词"
1845,"interior","必考词"
1846,"internal","必考词"
1847,"international","必考词"
1848,"interpret","必考词"
1849,"lose","必考词"
1850,"loss","必考词"
1851,"low","必考词"
1852,"lower","必考词"
1853,"lucrative","必考词"
1854,"nerve","必考词"
1855,"nervous","必考词"
1856,"nevertheless","必考词"
1857,"pioneer","基础词"
1858,"pipe","基础词"
1859,"pirate","基础词"
1860,"pistol","基础词"
1861,"pit","基础词"
1862,"pitch","基础词"
1863,"plagiarism","基础词"
1864,"plague","基础词"
1865,"plain","基础词"
1866,"planet","基础词"
1867,"plant","基础词"
1868,"plantation","基础词"
1869,"lay","基础词"
1870,"layer","基础词"
1871,"layman","基础词"
1872,"layout","基础词"
1873,"marathon","基础词"
1874,"marble","基础词"
1875,"march","基础词"
1876,"marine","基础词"
1877,"marital","基础词"
1878,"married","基础词"
1879,"mark","基础词"
1880,"marvellous","基础词"
1881,"Marxist","基础词"
1882,"mask","基础词"
1883,"naval","基础词"
1884,"navigation","基础词"
1885,"navy","基础词"
1886,"nearby","基础词"
1887,"nearly","基础词"
1888,"neat","基础词"
1889,"necklace","基础词"
1890,"needle","基础词"
1891,"neighbourhood","基础词"
1892,"queer","基础词"
1893,"query","基础词"
1894,"queue","基础词"
1895,"quiver","基础词"
1896,"quiz","基础词"
1897,"quota","基础词"
1898,"recall","基础词"
1899,"recollect","基础词"
1900,"reconcile","基础词"
1901,"recur","基础词"
1902,"recreation","基础词"
1903,"recycle","基础词"
1904,"rectify","基础词"
1905,"redundant","基础词"
1906,"reed","基础词"
1907,"reel","基础词"
1908,"sheer","基础词"
1909,"sheet","基础词"
1910,"shepherd","基础词"
1911,"shrewd","基础词"
1912,"shrink","基础词"
1913,"shut","基础词"
1914,"shutter","基础词"
1915,"shuttle","基础词"
1916,"shy","基础词"
1917,"theatre","基础词"
1918,"theft","基础词"
1919,"thermal","基础词"
1920,"thermometer","基础词"
1921,"thesis","基础词"
1922,"thick","基础词"
1923,"thigh","基础词"
1924,"thorn","基础词"
1925,"thousand","基础词"
1926,"via","基础词"
1927,"viable","基础词"
1928,"vibrate","基础词"
1929,"vicinity","基础词"
1930,"video","基础词"
1931,"violate","基础词"
1932,"shabby","基础词"
1933,"shaft","基础词"
1934,"shake","基础词"
1935,"shallow","基础词"
1936,"shame","基础词"
1937,"shampoo","基础词"
1938,"shatter","基础词"
1939,"shave","基础词"
1940,"shear","基础词"
1941,"shed","基础词"
1942,"terrible","基础词"
1943,"terrific","基础词"
1944,"terrify","基础词"
1945,"territory","基础词"
1946,"terror","基础词"
1947,"textile","基础词"
1948,"texture","基础词"
1949,"wash","基础词"
1950,"waste","基础词"
1951,"watch","基础词"
1952,"ahead","基础词"
1953,"air-","基础词"
1954,"aircraft","基础词"
1955,"aisle","基础词"
1956,"alert","基础词"
1957,"align","基础词"
1958,"alike","基础词"
1959,"alive","基础词"
1960,"algorithm","基础词"
1961,"cheat","基础词"
1962,"cheque","基础词"
1963,"chest","基础词"
1964,"chew","基础词"
1965,"chief","基础词"
1966,"childhood","基础词"
1967,"chill","基础词"
1968,"chorus","基础词"
1969,"chronic","基础词"
1970,"chunk","基础词"
1971,"pin","基础词"
1972,"pinch","基础词"
1973,"pint","基础词"
1974,"delegate","基础词"
1975,"delete","基础词"
1976,"delicious","基础词"
1977,"delight","基础词"
1978,"elect","基础词"
1979,"electric","基础词"
1980,"electrical","基础词"
1981,"electrician","基础词"
1982,"elevate","基础词"
1983,"elevator","基础词"
1984,"eligible","基础词"
1985,"eloquent","基础词"
1986,"embark","基础词"
1987,"embarrass","基础词"
1988,"emigrate","基础词"
1989,"emit","基础词"
1990,"empire","基础词"
1991,"empirical","基础词"
1992,"empty","基础词"
1993,"empathy","基础词"
1994,"fee","基础词"
1995,"feeble","基础词"
1996,"grief","基础词"
1997,"grieve","基础词"
1998,"grin","基础词"
1999,"grind","基础词"
2000,"office","基础词"
2001,"officer","基础词"
2002,"official","基础词"
2003,"beg","基础词"
2004,"behind","基础词"
2005,"being","基础词"
2006,"all","基础词"
2007,"allege","基础词"
2008,"allegiance","基础词"
2009,"alleviate","基础词"
2010,"alliance","基础词"
2011,"allowance","基础词"
2012,"alloy","基础词"
2013,"ally","基础词"
2014,"alone","基础词"
2015,"along","基础词"
2016,"alongside","基础词"
2017,"alphabet","基础词"
2018,"denounce","基础词"
2019,"dense","基础词"
2020,"density","基础词"
2021,"fellow","基础词"
2022,"fellowship","基础词"
2023,"female","基础词"
2024,"feminine","基础词"
2025,"fence","基础词"
2026,"ferry","基础词"
2027,"fetch","基础词"
2028,"feudal","基础词"
2029,"fever","基础词"
2030,"heave","基础词"
2031,"heaven","基础词"
2032,"heavy","基础词"
2033,"indoor","基础词"
2034,"induce","基础词"
2035,"indulge","基础词"
2036,"kin","基础词"
2037,"kindness","基础词"
2038,"king","基础词"
2039,"kingdom","基础词"
2040,"kit","基础词"
2041,"mat","基础词"
2042,"match","基础词"
2043,"may","基础词"
2044,"mayor","基础词"
2045,"nest","基础词"
2046,"net","基础词"
2047,"network","基础词"
2048,"neutral","基础词"
2049,"new","基础词"
2050,"omit","基础词"
2051,"opaque","基础词"
2052,"opt","基础词"
2053,"optical","基础词"
2054,"plaster","基础词"
2055,"plastic","基础词"
2056,"plate","基础词"
2057,"plateau","基础词"
2058,"platform","基础词"
2059,"play","基础词"
2060,"refine","基础词"
2061,"refrain","基础词"
2062,"refuge","基础词"
2063,"refugee","基础词"
2064,"refund","基础词"
2065,"refusal","基础词"
2066,"refuse","基础词"
2067,"circle","基础词"
2068,"circuit","基础词"
2069,"circular","基础词"
2070,"circulate","基础词"
2071,"citizen","基础词"
2072,"civil","基础词"
2073,"civilian","基础词"
2074,"civilize","基础词"
2075,"civilization","基础词"
2076,"goat","基础词"
2077,"gold","基础词"
2078,"golden","基础词"
2079,"grab","基础词"
2080,"grace","基础词"
2081,"graceful","基础词"
2082,"gracious","基础词"
2083,"chat","基础词"
2084,"chain","基础词"
2085,"chair","基础词"
2086,"chairman","基础词"
2087,"chamber","基础词"
2088,"champagne","基础词"
2089,"champion","基础词"
2090,"chancellor","基础词"
2091,"chaos","基础词"
2092,"chapter","基础词"
2093,"charity","基础词"
2094,"chart","基础词"
2095,"charter","基础词"
2096,"deck","基础词"
2097,"declaration","基础词"
2098,"declare","基础词"
2099,"deed","基础词"
2100,"default","基础词"
2101,"defeat","基础词"
2102,"defer","基础词"
2103,"defect","基础词"
2104,"deficiency","基础词"
2105,"deficit","基础词"
2106,"degenerate","基础词"
2107,"either","基础词"
2108,"eject","基础词"
2109,"elapse","基础词"
2110,"elastic","基础词"
2111,"elbow","基础词"
2112,"feasible","基础词"
2113,"feast","基础词"
2114,"feat","基础词"
2115,"feather","基础词"
2116,"glide","基础词"
2117,"gloomy","基础词"
2118,"glory","基础词"
2119,"glorious","基础词"
2120,"glue","基础词"
2121,"headline","基础词"
2122,"headquarters","基础词"
2123,"hearing","基础词"
2124,"heart","基础词"
2125,"heat","基础词"
2126,"member","基础词"
2127,"membership","基础词"
2128,"menace","基础词"
2129,"mend","基础词"
2130,"persecute","基础词"
2131,"persevere","基础词"
2132,"persist","基础词"
2133,"persuade","基础词"
2134,"persuasion","基础词"
2135,"pest","基础词"
2136,"petrol","基础词"
2137,"petroleum","基础词"
2138,"petty","基础词"
2139,"pharmacy","基础词"
2140,"phone","基础词"
2141,"pile","基础词"
2142,"pilgrim","基础词"
2143,"pill","基础词"
2144,"pillar","基础词"
2145,"pilot","基础词"
2146,"quarrel","基础词"
2147,"quart","基础词"
2148,"quarter","基础词"
2149,"quarantine","基础词"
2150,"slip","基础词"
2151,"slipper","基础词"
2152,"slippery","基础词"
2153,"slogan","基础词"
2154,"slope","基础词"
2155,"slot","基础词"
2156,"slum","基础词"
2157,"slump","基础词"
2158,"sly","基础词"
2159,"smash","基础词"
2160,"smog","基础词"
2161,"smooth","基础词"
2162,"smuggle","基础词"
2163,"bear","基础词"
2164,"beard","基础词"
2165,"bearing","基础词"
2166,"rap","基础词"
2167,"rape","基础词"
2168,"rapid","基础词"
2169,"rash","基础词"
2170,"raw","基础词"
2171,"ray","基础词"
2172,"reader","基础词"
2173,"reading","基础词"
2174,"readily","基础词"
2175,"realm","基础词"
2176,"reap","基础词"
2177,"rear","基础词"
2178,"bend","基础词"
2179,"beneath","基础词"
2180,"beside","基础词"
2181,"besides","基础词"
2182,"amplify","基础词"
2183,"analogue","基础词"
2184,"analogy","基础词"
2185,"analyze","基础词"
2186,"analysis","基础词"
2187,"analytical","基础词"
2188,"inertia","基础词"
2189,"infant","基础词"
2190,"infect","基础词"
2191,"infectious","基础词"
2192,"infinite","基础词"
2193,"inflation","基础词"
2194,"inflict","基础词"
2195,"infrared","基础词"
2196,"infrastructure","基础词"
2197,"knee","基础词"
2198,"kneel","基础词"
2199,"knob","基础词"
2200,"knot","基础词"
2201,"knowledge","基础词"
2202,"leaf","基础词"
2203,"leaflet","基础词"
2204,"league","基础词"
2205,"leak","基础词"
2206,"lean","基础词"
2207,"leap","基础词"
2208,"lease","基础词"
2209,"leather","基础词"
2210,"mechanic","基础词"
2211,"mechanical","基础词"
2212,"mechanism","基础词"
2213,"nickname","基础词"
2214,"nightmare","基础词"
2215,"nominal","基础词"
2216,"nominate","基础词"
2217,"pleasure","基础词"
2218,"pledge","基础词"
2219,"plentiful","基础词"
2220,"pneumonia","基础词"
2221,"pocket","基础词"
2222,"poison","基础词"
2223,"poisonous","基础词"
2224,"regard","基础词"
2225,"regarding","基础词"
2226,"regardless","基础词"
2227,"regime","基础词"
2228,"register","基础词"
2229,"rehearse","基础词"
2230,"reign","基础词"
2231,"rein","基础词"
2232,"reinforce","基础词"
2233,"simulate","基础词"
2234,"simultaneous","基础词"
2235,"sin","基础词"
2236,"sincere","基础词"
2237,"single","基础词"
2238,"singular","基础词"
2239,"sink","基础词"
2240,"sip","基础词"
2241,"siren","基础词"
2242,"thumb","基础词"
2243,"thunder","基础词"
2244,"tick","基础词"
2245,"ticket","基础词"
2246,"wealth","基础词"
2247,"wealthy","基础词"
2248,"weapon","基础词"
2249,"weave","基础词"
2250,"web","基础词"
2251,"wedge","基础词"
2252,"jungle","基础词"
2253,"junction","基础词"
2254,"junior","基础词"
2255,"juvenile","基础词"
2256,"junk","基础词"
2257,"unload","基础词"
2258,"upper","基础词"
2259,"upright","基础词"
2260,"upstairs","基础词"
2261,"upward","基础词"
2262,"skate","基础词"
2263,"ski","基础词"
2264,"skill","基础词"
2265,"skilled","基础词"
2266,"skillful","基础词"
2267,"skim","基础词"
2268,"skin","基础词"
2269,"skip","基础词"
2270,"skull","基础词"
2271,"skyscraper","基础词"
2272,"slam","基础词"
2273,"slap","基础词"
2274,"slaughter","基础词"
2275,"sleeve","基础词"
2276,"slender","基础词"
2277,"slice","基础词"
2278,"slide","基础词"
2279,"slight","基础词"
2280,"slim","基础词"
2281,"climate","基础词"
2282,"climax","基础词"
2283,"climb","基础词"
2284,"clip","基础词"
2285,"cloak","基础词"
2286,"clockwise","基础词"
2287,"clone","基础词"
2288,"descend","基础词"
2289,"descendant","基础词"
2290,"descent","基础词"
2291,"desert","基础词"
2292,"endow","基础词"
2293,"endure","基础词"
2294,"endurance","基础词"
2295,"graph","基础词"
2296,"graphic","基础词"
2297,"grateful","基础词"
2298,"gratitude","基础词"
2299,"grave","基础词"
2300,"gravity","基础词"
2301,"graze","基础词"
2302,"grease","基础词"
2303,"inhabit","基础词"
2304,"inhabitant","基础词"
2305,"inhale","基础词"
2306,"inherent","基础词"
2307,"inherit","基础词"
2308,"inhibit","基础词"
2309,"medal","基础词"
2310,"medical","基础词"
2311,"medicine","基础词"
2312,"medieval","基础词"
2313,"meet","基础词"
2314,"melody","基础词"
2315,"melt","基础词"
2316,"plight","基础词"
2317,"plough","基础词"
2318,"plug","基础词"
2319,"plumber","基础词"
2320,"plunge","基础词"
2321,"plural","基础词"
2322,"plus","基础词"
2323,"fiber","基础词"
2324,"file","基础词"
2325,"fill","基础词"
2326,"film","基础词"
2327,"filter","基础词"
2328,"relax","基础词"
2329,"relay","基础词"
2330,"release","基础词"
2331,"relief","基础词"
2332,"relieve","基础词"
2333,"relish","基础词"
2334,"reluctant","基础词"
2335,"treasure","基础词"
2336,"tremble","基础词"
2337,"tremendous","基础词"
2338,"trench","基础词"
2339,"usage","基础词"
2340,"useful","基础词"
2341,"utmost","基础词"
2342,"bold","基础词"
2343,"bolt","基础词"
2344,"bolster","基础词"
2345,"bomb","基础词"
2346,"bond","基础词"
2347,"bone","基础词"
2348,"sick","基础词"
2349,"side","基础词"
2350,"sideways","基础词"
2351,"siege","基础词"
2352,"sigh","基础词"
2353,"sight","基础词"
2354,"sightseeing","基础词"
2355,"silence","基础词"
2356,"silent","基础词"
2357,"silicon","基础词"
2358,"silly","基础词"
2359,"silver","基础词"
2360,"thread","基础词"
2361,"threshold","基础词"
2362,"throne","基础词"
2363,"throw","基础词"
2364,"thrust","基础词"
2365,"unfold","基础词"
2366,"unfortunately","基础词"
2367,"uniform","基础词"
2368,"unit","基础词"
2369,"unite","基础词"
2370,"unity","基础词"
2371,"violet","基础词"
2372,"virgin","基础词"
2373,"virus","基础词"
2374,"vocal","基础词"
2375,"vocation","基础词"
2376,"voice","基础词"
2377,"volatile","基础词"
2378,"volcano","基础词"
2379,"voyage","基础词"
2380,"waterfall","基础词"
2381,"waterproof","基础词"
2382,"wave","基础词"
2383,"wax","基础词"
2384,"although","基础词"
2385,"altitude","基础词"
2386,"altogether","基础词"
2387,"ambassador","基础词"
2388,"amiable","基础词"
2389,"amid","基础词"
2390,"belly","基础词"
2391,"beloved","基础词"
2392,"below","基础词"
2393,"belt","基础词"
2394,"bench","基础词"
2395,"clap","基础词"
2396,"clarify","基础词"
2397,"clarity","基础词"
2398,"clash","基础词"
2399,"clasp","基础词"
2400,"class","基础词"
2401,"classic","基础词"
2402,"classical","基础词"
2403,"classification","基础词"
2404,"classify","基础词"
2405,"clause","基础词"
2406,"depart","基础词"
2407,"departure","基础词"
2408,"depict","基础词"
2409,"deplete","基础词"
2410,"deplore","基础词"
2411,"deploy","基础词"
2412,"depth","基础词"
2413,"deputy","基础词"
2414,"enclose","基础词"
2415,"enclosure","基础词"
2416,"gorgeous","基础词"
2417,"gossip","基础词"
2418,"gown","基础词"
2419,"grade","基础词"
2420,"grain","基础词"
2421,"gram","基础词"
2422,"hedge","基础词"
2423,"heel","基础词"
2424,"height","基础词"
2425,"heighten","基础词"
2426,"heir","基础词"
2427,"helicopter","基础词"
2428,"hell","基础词"
2429,"helmet","基础词"
2430,"helpful","基础词"
2431,"hemisphere","基础词"
2432,"hence","基础词"
2433,"henceforth","基础词"
2434,"herald","基础词"
2435,"herb","基础词"
2436,"herd","基础词"
2437,"heritage","基础词"
2438,"sail","基础词"
2439,"sailor","基础词"
2440,"saint","基础词"
2441,"sake","基础词"
2442,"salad","基础词"
2443,"salary","基础词"
2444,"salute","基础词"
2445,"salvation","基础词"
2446,"accent","基础词"
2447,"accident","基础词"
2448,"accord","基础词"
2449,"accordance","基础词"
2450,"according to","基础词"
2451,"accordingly","基础词"
2452,"ache","基础词"
2453,"acid","基础词"
2454,"bald","基础词"
2455,"ballet","基础词"
2456,"ballot","基础词"
2457,"band","基础词"
2458,"bandage","基础词"
2459,"bang","基础词"
2460,"bankrupt","基础词"
2461,"banner","基础词"
2462,"banquet","基础词"
2463,"barbecue","基础词"
2464,"bark","基础词"
2465,"barn","基础词"
2466,"barrel","基础词"
2467,"barren","基础词"
2468,"barrier","基础词"
2469,"camel","基础词"
2470,"camp","基础词"
2471,"campus","基础词"
2472,"can","基础词"
2473,"cancel","基础词"
2474,"cancer","基础词"
2475,"cape","基础词"
2476,"captain","基础词"
2477,"carbohydrate","基础词"
2478,"carbon","基础词"
2479,"cardinal","基础词"
2480,"cargo","基础词"
2481,"carriage","基础词"
2482,"carrier","基础词"
2483,"carry","基础词"
2484,"carrot","基础词"
2485,"carve","基础词"
2486,"eccentric","基础词"
2487,"echo","基础词"
2488,"ecology","基础词"
2489,"edge","基础词"
2490,"faint","基础词"
2491,"faith","基础词"
2492,"faithful","基础词"
2493,"gentle","基础词"
2494,"gently","基础词"
2495,"genuine","基础词"
2496,"geography","基础词"
2497,"geology","基础词"
2498,"geometry","基础词"
2499,"germ","基础词"
2500,"gesture","基础词"
2501,"ghost","基础词"
2502,"majesty","基础词"
2503,"male","基础词"
2504,"malignant","基础词"
2505,"passage","基础词"
2506,"passerby","基础词"
2507,"passport","基础词"
2508,"paste","基础词"
2509,"pastime","基础词"
2510,"pat","基础词"
2511,"path","基础词"
2512,"pathetic","基础词"
2513,"patience","基础词"
2514,"patriotic","基础词"
2515,"patrol","基础词"
2516,"patron","基础词"
2517,"pause","基础词"
2518,"pave","基础词"
2519,"pavement","基础词"
2520,"dance","基础词"
2521,"dash","基础词"
2522,"daunting","基础词"
2523,"dawn","基础词"
2524,"daily","基础词"
2525,"daylight","基础词"
2526,"battle","基础词"
2527,"battery","基础词"
2528,"bay","基础词"
2529,"adhere","基础词"
2530,"adjacent","基础词"
2531,"adolescent","基础词"
2532,"adore","基础词"
2533,"advent","基础词"
2534,"adventure","基础词"
2535,"adverse","基础词"
2536,"advertise","基础词"
2537,"ceiling","基础词"
2538,"cell","基础词"
2539,"cement","基础词"
2540,"censorship","基础词"
2541,"census","基础词"
2542,"cent","基础词"
2543,"center","基础词"
2544,"central","基础词"
2545,"century","基础词"
2546,"centigrade","基础词"
2547,"centimetre","基础词"
2548,"cereal","基础词"
2549,"debt","基础词"
2550,"debut","基础词"
2551,"decay","基础词"
2552,"deceit","基础词"
2553,"deceive","基础词"
2554,"decent","基础词"
2555,"decimal","基础词"
2556,"ego","基础词"
2557,"fare","基础词"
2558,"farewell","基础词"
2559,"farther","基础词"
2560,"fast","基础词"
2561,"fasten","基础词"
2562,"fate","基础词"
2563,"fatal","基础词"
2564,"fatigue","基础词"
2565,"fault","基础词"
2566,"faulty","基础词"
2567,"fax","基础词"
2568,"giggle","基础词"
2569,"glacier","基础词"
2570,"glare","基础词"
2571,"glance","基础词"
2572,"glimpse","基础词"
2573,"glitter","基础词"
2574,"glow","基础词"
2575,"harvest","基础词"
2576,"haste","基础词"
2577,"hasty","基础词"
2578,"hatch","基础词"
2579,"hatred","基础词"
2580,"haul","基础词"
2581,"hawk","基础词"
2582,"hay","基础词"
2583,"hazard","基础词"
2584,"he","基础词"
2585,"jog","基础词"
2586,"joint","基础词"
2587,"jolly","基础词"
2588,"kid","基础词"
2589,"kidnap","基础词"
2590,"kidney","基础词"
2591,"kill","基础词"
2592,"late","基础词"
2593,"lately","基础词"
2594,"later","基础词"
2595,"latent","基础词"
2596,"latitude","基础词"
2597,"laughter","基础词"
2598,"launch","基础词"
2599,"laundry","基础词"
2600,"reckless","基础词"
2601,"reckon","基础词"
2602,"reclaim","基础词"
2603,"telescope","基础词"
2604,"telegraph","基础词"
2605,"tell","基础词"
2606,"tear","基础词"
2607,"tease","基础词"
2608,"tedious","基础词"
2609,"undo","基础词"
2610,"undoubtedly","基础词"
2611,"peaceful","基础词"
2612,"peak","基础词"
2613,"pearl","基础词"
2614,"pedal","基础词"
2615,"pedestrian","基础词"
2616,"harassment","基础词"
2617,"harbor","基础词"
2618,"hard","基础词"
2619,"harden","基础词"
2620,"hardly","基础词"
2621,"hardship","基础词"
2622,"hardware","基础词"
2623,"hero","基础词"
2624,"heroic","基础词"
2625,"heroin","基础词"
2626,"heroine","基础词"
2627,"impatient","基础词"
2628,"imperative","基础词"
2629,"imperial","基础词"
2630,"impetus","基础词"
2631,"lane","基础词"
2632,"lantern","基础词"
2633,"lap","基础词"
2634,"lapse","基础词"
2635,"laser","基础词"
2636,"lash","基础词"
2637,"mankind","基础词"
2638,"manoeuvre","基础词"
2639,"manual","基础词"
2640,"manufacture","基础词"
2641,"manuscript","基础词"
2642,"obstacle","基础词"
2643,"obstruct","基础词"
2644,"obstruction","基础词"
2645,"occasion","基础词"
2646,"occasional","基础词"
2647,"odd","基础词"
2648,"odds","基础词"
2649,"odor","基础词"
2650,"scold","基础词"
2651,"scout","基础词"
2652,"scramble","基础词"
2653,"scrap","基础词"
2654,"scrape","基础词"
2655,"scratch","基础词"
2656,"scream","基础词"
2657,"screen","基础词"
2658,"screw","基础词"
2659,"script","基础词"
2660,"scrutiny","基础词"
2661,"sculpture","基础词"
2662,"seal","基础词"
2663,"seam","基础词"
2664,"second","基础词"
2665,"secondary","基础词"
2666,"secretary","基础词"
2667,"section","基础词"
2668,"sector","基础词"
2669,"segment","基础词"
2670,"segregate","基础词"
2671,"seize","基础词"
2672,"veil","基础词"
2673,"vein","基础词"
2674,"velocity","基础词"
2675,"velvet","基础词"
2676,"vertical","基础词"
2677,"verge","基础词"
2678,"versatile","基础词"
2679,"versus","基础词"
2680,"gallery","基础词"
2681,"galaxy","基础词"
2682,"peel","基础词"
2683,"peep","基础词"
2684,"penalty","基础词"
2685,"penetrate","基础词"
2686,"peninsula","基础词"
2687,"penny","基础词"
2688,"pension","基础词"
2689,"people","基础词"
2690,"perfume","基础词"
2691,"permanent","基础词"
2692,"permeate","基础词"
2693,"permission","基础词"
2694,"permit","基础词"
2695,"quantify","基础词"
2696,"quantitative","基础词"
2697,"quantity","基础词"
2698,"race","基础词"
2699,"racial","基础词"
2700,"rack","基础词"
2701,"racket","基础词"
2702,"radio","基础词"
2703,"radioactive","基础词"
2704,"radius","基础词"
2705,"rag","基础词"
2706,"rage","基础词"
2707,"raid","基础词"
2708,"semester","基础词"
2709,"semiconductor","基础词"
2710,"seminar","基础词"
2711,"senate","基础词"
2712,"senator","基础词"
2713,"sentence","基础词"
2714,"sentiment","基础词"
2715,"session","基础词"
2716,"sew","基础词"
2717,"shine","基础词"
2718,"shipment","基础词"
2719,"shiver","基础词"
2720,"shock","基础词"
2721,"shoot","基础词"
2722,"shot","基础词"
2723,"shortage","基础词"
2724,"shortcoming","基础词"
2725,"shorthand","基础词"
2726,"shove","基础词"
2727,"temple","基础词"
2728,"tempo","基础词"
2729,"tenant","基础词"
2730,"tender","基础词"
2731,"tense","基础词"
2732,"tension","基础词"
2733,"then","基础词"
2734,"thereafter","基础词"
2735,"thereby","基础词"
2736,"therefore","基础词"
2737,"vest","基础词"
2738,"veteran","基础词"
2739,"veto","基础词"
2740,"walk","基础词"
2741,"ward","基础词"
2742,"wardrobe","基础词"
2743,"warehouse","基础词"
2744,"warfare","基础词"
2745,"warmth","基础词"
2746,"warn","基础词"
2747,"warrant","基础词"
2748,"warranty","基础词"
2749,"aerial","基础词"
2750,"affluent","基础词"
2751,"afterwards","基础词"
2752,"against","基础词"
2753,"age","基础词"
2754,"coach","基础词"
2755,"coalition","基础词"
2756,"coarse","基础词"
2757,"cognitive","基础词"
2758,"inject","基础词"
2759,"injure","基础词"
2760,"injury","基础词"
2761,"ink","基础词"
2762,"inland","基础词"
2763,"blank","基础词"
2764,"blanket","基础词"
2765,"light","基础词"
2766,"lightning","基础词"
2767,"bake","基础词"
2768,"bait","基础词"
2769,"bachelor","基础词"
2770,"backward","基础词"
2771,"bacteria","基础词"
2772,"bad","基础词"
2773,"badly","基础词"
2774,"badge","基础词"
2775,"badminton","基础词"
2776,"baggage","基础词"
2777,"bail","基础词"
2778,"abdomen","基础词"
2779,"aboard","基础词"
2780,"abound","基础词"
2781,"above","基础词"
2782,"abrupt","基础词"
2783,"absurd","基础词"
2784,"abundant","基础词"
2785,"abuse","基础词"
2786,"cab","基础词"
2787,"cabinet","基础词"
2788,"cable","基础词"
2789,"calendar","基础词"
2790,"calorie","基础词"
2791,"damage","基础词"
2792,"damn","基础词"
2793,"damp","基础词"
2794,"eager","基础词"
2795,"ear","基础词"
2796,"earnest","基础词"
2797,"earth","基础词"
2798,"ease","基础词"
2799,"east","基础词"
2800,"ebb","基础词"
2801,"fable","基础词"
2802,"fabulous","基础词"
2803,"facilitate","基础词"
2804,"facility","基础词"
2805,"faculty","基础词"
2806,"gang","基础词"
2807,"jail","基础词"
2808,"garage","基础词"
2809,"garbage","基础词"
2810,"gas","基础词"
2811,"gasp","基础词"
2812,"gather","基础词"
