sequence_index,word,layer
1558,skip,中频
1559,slice,中频
1560,slight,中频
1561,smooth,中频
1562,snap,中频
1563,spare,中频
1564,spark,中频
1565,spite,中频
1566,split,中频
1567,spoil,中频
1568,spring,中频
1569,square,中频
1570,squeeze,中频
1571,stadium,中频
1572,stake,中频
1573,stereotype,中频
1574,stove,中频
1575,stream,中频
1576,stretch,中频
1577,supplement,中频
1578,surgery,中频
1579,surname,中频
1580,surroundings,中频
1581,sweep,中频
1582,swing,中频
1583,tackle,中频
1584,tactic,中频
1585,tap,中频
1586,tear,中频
1587,theme,中频
1588,thereby,中频
1589,threshold,中频
1590,tide,中频
1591,tidy,中频
1592,tight,中频
1593,tiny,中频
1594,token,中频
1595,trigger,中频
1596,twist,中频
1597,underlying,中频
1598,undoubtedly,中频
1599,unity,中频
1600,valley,中频
1601,vessel,中频
1602,vice,中频
1603,warrant,中频
1604,wheel,中频
1605,wholly,中频
1606,youngster,中频
1607,youth,中频
1608,acute,低频
1609,agony,低频
1610,altitude,低频
1611,aluminium,低频
1612,angle,低频
1613,arbitrary,低频
1614,artistic,低频
1615,augment,低频
1616,authentic,低频
1617,rebel,低频
1618,bond,低频
1619,captain,低频
1620,carrier,低频
1621,precaution,低频
1622,reception,低频
1623,susceptible,低频
1624,receipt,低频
1625,excellent,低频
1626,discern,低频
1627,certainty,低频
1628,certificate,低频
1629,preceding,低频
1630,concession,低频
1631,precision,低频
1632,decisive,低频
1633,concise,低频
1634,proclaim,低频
1635,declaration,低频
1636,inclusive,低频
1637,coalition,低频
1638,colonial,低频
1639,comic,低频
1640,consultant,低频
1641,incorporate,低频
1642,counter,低频
1643,recreation,低频
1644,discriminate,低频
1645,accumulate,低频
1646,incur,低频
1647,recur,低频
1648,occurrence,低频
1649,corridor,低频
1650,discourse,低频
1651,curve,低频
1652,decent,低频
1653,condemn,低频
1654,demographic,低频
1655,condense,低频
1656,dental,低频
1657,dentist,低频
1658,deteriorate,低频
1659,indication,低频
1660,indicative,低频
1661,dignity,低频
1662,indignation,低频
1663,dividend,低频
1664,domain,低频
1665,donate,低频
1666,anecdote,低频
1667,induce,低频
1668,endurance,低频
1669,ecology,低频
1670,exemplify,低频
1671,exempt,低频
1672,equation,低频
1673,essence,低频
1674,interface,低频
1675,preface,低频
1676,fatigue,低频
1677,confer,低频
1678,fertile,低频
1679,fertilizer,低频
1680,confess,低频
1681,deficiency,低频
1682,superficial,低频
1683,proficiency,低频
1684,feasible,低频
1685,confidential,低频
1686,profile,低频
1687,finite,低频
1688,infinite,低频
1689,affirm,低频
1690,fiscal,低频
1691,flexible,低频
1692,superfluous,低频
1693,fluctuate,低频
1694,enforce,低频
1695,conform,低频
1696,format,低频
1697,fortunate,低频
1698,fragile,低频
1699,frequency,低频
1700,frontier,低频
1701,refute,低频
1702,geography,低频
1703,pregnant,低频
1704,hydrogen,低频
1705,genre,低频
1706,grand,低频
1707,grave,低频
1708,agreeable,低频
1709,gratitude,低频
1710,harmony,低频
1711,adhere,低频
1712,heritage,低频
1713,inherit,低频
1714,prohibit,低频
1715,historic,低频
1716,identical,低频
1717,imaginary,低频
1718,imitation,低频
1719,imperative,低频
1720,irony,低频
1721,isolate,低频
1722,peninsula,低频
1723,exit,低频
1724,adjective,低频
1725,conjunction,低频
1726,jurisdiction,低频
1727,collaborate,低频
1728,lateral,低频
1729,delete,低频
1730,deliberate,低频
1731,liberty,低频
1732,eligible,低频
1733,obligation,低频
1734,align,低频
1735,preliminary,低频
1736,linguistic,低频
1737,illiterate,低频
1738,analogy,低频
1739,apology,低频
1740,logic,低频
1741,lottery,低频
1742,lucrative,低频
1743,paralyse,低频
1744,analytical,低频
1745,magnitude,低频
1746,manipulate,低频
1747,manufacture,低频
1748,marginal,低频
1749,marine,低频
1750,masculine,低频
1751,mature,低频
1752,maximum,低频
1753,remedy,低频
1754,mend,低频
1755,immerse,低频
1756,immense,低频
1757,geometry,低频
1758,emigrate,低频
1759,screening,低频
1760,rest on,低频
1761,omit,低频
1762,premise,低频
1763,emit,低频
1764,accommodation,低频
1765,modernization,低频
1766,naive,低频
1767,narrative,低频
1768,negligible,低频
1769,neutral,低频
1770,denote,低频
1771,novelty,低频
1772,numerous,低频
1773,petroleum,低频
1774,anonymous,低频
1775,cooperative,低频
1776,operational,低频
1777,subordinate,低频
1778,coordinate,低频
1779,extraordinary,低频
1780,orderly,低频
1781,ornament,低频
1782,transparent,低频
1783,particle,低频
1784,impatient,低频
1785,surpass,低频
1786,repel,低频
1787,compulsory,低频
1788,expenditure,低频
1789,appetite,低频
1790,competent,低频
1791,perpetual,低频
1792,pit,低频
1793,symphony,低频
1794,physicist,低频
1795,compile,低频
1796,empirical,低频
1797,plague,低频
1798,transplant,低频
1799,plausible,低频
1800,appliance,低频
1801,duplicate,低频
1802,compliment,低频
1803,plentiful,低频
1804,applicable,低频
1805,explode,低频
1806,polish,低频
1807,postpone,低频
1808,posture,低频
1809,disposal,低频
1810,disposition,低频
1811,proposition,低频
1812,practitioner,低频
1813,compress,低频
1814,impress,低频
1815,impressive,低频
1816,probe,低频
1817,probability,低频
1818,prone,低频
1819,purify,低频
1820,quantitative,低频
1821,conquer,低频
1822,query,低频
1823,erase,低频
1824,rational,低频
1825,erect,低频
1826,regime,低频
1827,arrest,低频
1828,rhetoric,低频
1829,rhythm,低频
1830,rotate,低频
1831,abrupt,低频
1832,erupt,低频
1833,sacred,低频
1834,scenery,低频
1835,descendant,低频
1836,microscope,低频
1837,prescribe,低频
1838,subscribe,低频
1839,manuscript,低频
1840,prescription,低频
1841,inability,低频
1842,biased,低频
1843,devoted,低频
1844,recording,低频
1845,secondary,低频
1846,assembly,低频
1847,assimilate,低频
1848,resent,低频
1849,reservation,低频
1850,considerate,低频
1851,preside,低频
1852,obsession,低频
1853,designate,低频
1854,signature,低频
1855,silicon,低频
1856,singular,低频
1857,consistent,低频
1858,skim,低频
1859,resolution,低频
1860,sophisticated,低频
1861,spectrum,低频
1862,conspicuous,低频
1863,spectator,低频
1864,specialize,低频
1865,spiritual,低频
1866,inspiration,低频
1867,spontaneous,低频
1868,correspondent,低频
1869,correspondence,低频
1870,destination,低频
1871,stationary,低频
1872,superstition,低频
1873,distinct,低频
1874,destruction,低频
1875,destructive,低频
1876,studio,低频
1877,persuasion,低频
1878,resume,低频
1879,insure,低频
1880,assurance,低频
1881,absurd,低频
1882,detach,低频
1883,tangible,低频
1884,technician,低频
1885,detector,低频
1886,tedious,低频
1887,contemplate,低频
1888,pretend,低频
1889,tense,低频
1890,tentative,低频
1891,terminate,低频
1892,therapy,低频
1893,synthetic,低频
1894,continual,低频
1895,toxic,低频
1896,tractor,低频
1897,distribute,低频
1898,intricate,低频
1899,tune,低频
1900,turbulent,低频
1901,abound,低频
1902,vacant,低频
1903,vacuum,低频
1904,extravagant,低频
1905,prevail,低频
1906,invalid,低频
1907,prevalent,低频
1908,revelation,低频
1909,velocity,低频
1910,avenue,低频
1911,converge,低频
1912,invert,低频
1913,divert,低频
1914,diversion,低频
1915,conversely,低频
1916,evident,低频
1917,violent,低频
1918,virgin,低频
1919,subway,低频
1920,voyage,低频
1921,breakdown,低频
1922,bypass,低频
1923,commonwealth,低频
1924,cyberspace,低频
1925,drawback,低频
1926,eyebrow,低频
1927,foremost,低频
1928,forthcoming,低频
1929,headquarters,低频
1930,masterpiece,低频
1931,meantime,低频
1932,nearby,低频
1933,nightmare,低频
1934,outbreak,低频
1935,outdoor,低频
1936,outrage,低频
1937,outset,低频
1938,overhead,低频
1939,roundabout,低频
1940,safeguard,低频
1941,shortcoming,低频
1942,shorthand,低频
1943,sometime,低频
1944,spacecraft,低频
1945,update,低频
1946,upright,低频
1947,upstairs,低频
1948,viewpoint,低频
1949,warehouse,低频
1950,withhold,低频
1951,abide,低频
1952,aboard,低频
1953,acclaim,低频
1954,accommodate,低频
1955,accuse,低频
1956,administer,低频
1957,algorithm,低频
1958,amid,低频
1959,anchor,低频
1960,annoy,低频
1961,appendix,低频
1962,assault,低频
1963,attorney,低频
1964,bare,低频
1965,barn,低频
1966,barrel,低频
1967,bay,低频
1968,beard,低频
1969,bend,低频
1970,bible,低频
1971,bind,低频
1972,bitter,低频
1973,bizarre,低频
1974,bleak,低频
1975,blunder,低频
1976,blur,低频
1977,boast,低频
1978,bore,低频
1979,boycott,低频
1980,brake,低频
1981,breast,低频
1982,bridge,低频
1983,broker,低频
1984,bubble,低频
1985,bulb,低频
1986,bunch,低频
1987,bureau,低频
1988,bureaucracy,低频
1989,burst,低频
1990,butcher,低频
1991,cabin,低频
1992,cable,低频
1993,calendar,低频
1994,calorie,低频
1995,canteen,低频
1996,carpet,低频
1997,carve,低频
1998,castle,低频
1999,Catholic,低频
2000,cement,低频
2001,chaos,低频
2002,chapter,低频
2003,charity,低频
2004,chase,低频
2005,cheer,低频
2006,chimney,低频
2007,chip,低频
2008,chop,低频
2009,Christian,低频
2010,chunk,低频
2011,clerk,低频
2012,cliff,低频
2013,cling,低频
2014,cocaine,低频
2015,coil,低频
2016,copper,低频
2017,cosy,低频
2018,counsel,低频
2019,county,低频
2020,crawl,低频
2021,cream,低频
2022,creep,低频
2023,cricket,低频
2024,cripple,低频
2025,crisp,低频
2026,crown,低频
2027,dash,低频
2028,dawn,低频
2029,deadly,低频
2030,dealer,低频
2031,defer,低频
2032,despair,低频
2033,despise,低频
2034,destiny,低频
2035,devise,低频
2036,diamond,低频
2037,disable,低频
2038,disappoint,低频
2039,discharge,低频
2040,disguise,低频
2041,ditch,低频
2042,dome,低频
2043,drag,低频
2044,drain,低频
2045,drift,低频
2046,dwelling,低频
2047,earnest,低频
2048,editorial,低频
2049,emergency,低频
2050,empire,低频
2051,enrich,低频
2052,entertain,低频
2053,entrance,低频
2054,epic,低频
2055,episode,低频
2056,epoch,低频
2057,esteem,低频
2058,explicit,低频
2059,exploit,低频
2060,extinguish,低频
2061,fabric,低频
2062,faint,低频
2063,faithful,低频
2064,fancy,低频
2065,fashionable,低频
2066,faulty,低频
2067,feeble,低频
2068,filter,低频
2069,foam,低频
2070,forge,低频
2071,formula,低频
2072,forum,低频
2073,frighten,低频
2074,frown,低频
2075,fruitful,低频
2076,gamble,低频
2077,gasoline,低频
2078,gear,低频
2079,gesture,低频
2080,gloomy,低频
2081,grab,低频
2082,grace,低频
2083,grip,低频
2084,gut,低频
2085,hamper,低频
2086,handful,低频
2087,haste,低频
2088,hasty,低频
2089,hatred,低频
2090,hazard,低频
2091,heal,低频
2092,heighten,低频
2093,herd,低频
2094,heroic,低频
2095,hijack,低频
2096,hip,低频
2097,holy,低频
2098,hook,低频
2099,humorous,低频
2100,impair,低频
2101,incidence,低频
2102,indulge,低频
2103,inertia,低频
2104,input,低频
2105,instalment,低频
2106,intimate,低频
2107,intrinsic,低频
2108,junior,低频
2109,kindness,低频
2110,kit,低频
2111,knot,低频
2112,latitude,低频
2113,laundry,低频
2114,leap,低频
2115,levy,低频
2116,likelihood,低频
2117,linger,低频
2118,load,低频
2119,log,低频
2120,loosen,低频
2121,lounge,低频
2122,loyalty,低频
2123,lumber,低频
2124,lump,低频
2125,marathon,低频
2126,march,低频
2127,mask,低频
2128,medieval,低频
2129,menace,低频
2130,mercury,低频
2131,mercy,低频
2132,mill,低频
2133,monster,低频
2134,mortgage,低频
2135,mould,低频
2136,municipal,低频
2137,murder,低频
2138,necklace,低频
2139,nickname,低频
2140,nitrogen,低频
2141,obedient,低频
2142,obey,低频
2143,odds,低频
2144,organism,低频
2145,overlap,低频
2146,palace,低频
2147,panic,低频
2148,parachute,低频
2149,paradise,低频
2150,parcel,低频
2151,pastime,低频
2152,patrol,低频
2153,pave,低频
2154,plead,低频
2155,plot,低频
2156,plug,低频
2157,plunge,低频
2158,poison,低频
2159,portrait,低频
2160,pottery,低频
2161,preach,低频
2162,prestige,低频
2163,presumably,低频
2164,prey,低频
2165,prose,低频
2166,protein,低频
2167,pyramid,低频
2168,queue,低频
2169,radar,低频
2170,radius,低频
2171,rank,低频
2172,ratio,低频
2173,realm,低频
2174,refrain,低频
2175,refresh,低频
2176,refuge,低频
2177,reign,低频
2178,remains,低频
2179,repeatedly,低频
2180,republic,低频
2181,residence,低频
2182,revolutionary,低频
2183,rid,低频
2184,rigorous,低频
2185,rip,低频
2186,roast,低频
2187,rumour,低频
2188,savage,低频
2189,scatter,低频
2190,scorn,低频
2191,scream,低频
2192,seemingly,低频
2193,semester,低频
2194,semiconductor,低频
2195,shade,低频
2196,shake,低频
2197,shed,低频
2198,sheer,低频
2199,shield,低频
2200,shove,低频
2201,simplicity,低频
2202,sink,低频
2203,skilful,低频
2204,slack,低频
2205,slogan,低频
2206,slot,低频
2207,slum,低频
2208,soak,低频
2209,sociology,低频
2210,sovereign,低频
2211,sow,低频
2212,spin,低频
2213,splash,低频
2214,spokesperson,低频
2215,spray,低频
2216,spur,低频
2217,stare,低频
2218,starve,低频
2219,steam,低频
2220,steep,低频
2221,steer,低频
2222,steward,低频
2223,stiff,低频
2224,stir,低频
2225,storey,低频
2226,straw,低频
2227,stride,低频
2228,striking,低频
2229,strip,低频
2230,stripe,低频
2231,strive,低频
2232,subsidy,低频
2233,successive,低频
2234,surgeon,低频
2235,surveillance,低频
2236,tank,低频
2237,tease,低频
2238,telegraph,低频
2239,temptation,低频
2240,terrific,低频
2241,theoretical,低频
2242,thick,低频
2243,thoughtful,低频
2244,thrift,低频
2245,throat,低频
2246,throne,低频
2247,timely,低频
2248,tissue,低频
2249,toll,低频
2250,tomb,低频
2251,torch,低频
2252,tow,低频
2253,tragic,低频
2254,tram,低频
2255,transient,低频
2256,tray,低频
2257,tribe,低频
2258,trivial,低频
2259,troop,低频
2260,tropical,低频
2261,trumpet,低频
2262,turbine,低频
2263,turnover,低频
2264,uneasy,低频
2265,unfold,低频
2266,utmost,低频
2267,vanity,低频
2268,verge,低频
2269,versus,低频
2270,vertical,低频
2271,viable,低频
2272,vicious,低频
2273,virus,低频
2274,weary,低频
2275,weird,低频
2276,whatsoever,低频
2277,wheat,低频
2278,wit,低频
2279,wonderful,低频
2280,workout,低频
2281,worm,低频
2282,worship,低频
2283,wound,低频
2284,wrap,低频
2285,abdomen,
2286,abnormal,
2287,absent,
2288,abundance,
2289,accent,
2290,accessory,
2291,accidental,
2292,accord,
2293,accordance,
2294,accountant,
2295,accustom,
2296,accustomed,
2297,ache,
2298,achieve,
2299,acid,
2300,acquaint,
2301,acrobat,
2302,act,
2303,action,
2304,active,
2305,actor,
2306,actress,
2307,addict,
2308,additional,
2309,adjacent,
2310,adjoin,
2311,adore,
2312,adult,
2313,advent,
2314,adventure,
2315,adverb,
2316,adverse,
2317,advice,
2318,advise,
2319,aerial,
2320,aeroplane,
2321,aesthetic,
2322,affection,
2323,affiliate,
2324,affluent,
2325,afternoon,
2326,afterward,
2327,agitate,
2328,agree,
2329,agreement,
2330,aid,
2331,aim,
2332,airport,
2333,aisle,
2334,album,
2335,alienate,
2336,allege,
2337,allegiance,
2338,alleviate,
2339,allocate,
2340,allow,
2341,alloy,
2342,ally,
2343,aloud,
2344,alternate,
2345,aluminum,
2346,amaze,
2347,ambassador,
2348,ambulance,
2349,amend,
2350,amiable,
2351,among,
2352,ample,
2353,amplifier,
2354,amplify,
2355,amuse,
2356,analog,
2357,analogue,
2358,analytic,
2359,analyze,
2360,angel,
2361,anger,
2362,angry,
2363,anguish,
2364,ankle,
2365,anniversary,
2366,antenna,
2367,antique,
2368,anyhow,
2369,apart,
2370,ape,
2371,apologise,
2372,appal,
2373,appall,
2374,applaud,
2375,applause,
2376,apple,
2377,appraisal,
2378,approximate,
2379,april,
2380,apt,
2381,arch,
2382,archaeology,
2383,archeology,
2384,argue,
2385,arithmetic,
2386,arm,
2387,army,
2388,arrival,
2389,arrogant,
2390,arrow,
2391,art,
2392,artery,
2393,article,
2394,articulate,
2395,artist,
2396,ascend,
2397,ascertain,
2398,ash,
2399,ashamed,
2400,ashore,
2401,asleep,
2402,aspire,
2403,assassinate,
2404,astonish,
2405,astronaut,
2406,athlete,
2407,atom,
2408,attendance,
2409,attendant,
2410,attention,
2411,attitude,
2412,attract,
2413,audience,
2414,audio,
2415,audit,
2416,auditorium,
2417,august,
2418,aunt,
2419,aural,
2420,author,
2421,auto,
2422,autonomy,
2423,autumn,
2424,auxiliary,
2425,avail,
2426,average,
2427,avert,
2428,aviation,
2429,avoid,
2430,awake,
2431,awe,
2432,awful,
2433,ax,
2434,axe,
2435,axis,
2436,bacon,
2437,bacterium,
2438,badge,
2439,badminton,
2440,bag,
2441,baggage,
2442,bail,
2443,bait,
2444,bake,
2445,balance,
2446,balcony,
2447,bald,
2448,ballet,
2449,balloon,
2450,ballot,
2451,ban,
2452,banana,
2453,band,
2454,bandage,
2455,bang,
2456,bank,
2457,bankrupt,
2458,banner,
2459,banquet,
2460,bar,
2461,barbecue,
2462,barber,
2463,bark,
2464,barren,
2465,barrier,
2466,base,
2467,baseball,
2468,basement,
2469,basic,
2470,basin,
2471,basis,
2472,basket,
2473,basketball,
2474,bat,
2475,batch,
2476,bath,
2477,bathe,
2478,bathroom,
2479,beach,
2480,bean,
2481,bearing,
2482,beast,
2483,beat,
2484,beautiful,
2485,beauty,
2486,bee,
2487,beef,
2488,beer,
2489,beg,
2490,behavior,
2491,behaviour,
2492,being,
2493,belief,
2494,bell,
2495,belly,
2496,belong,
2497,beloved,
2498,below,
2499,belt,
2500,bench,
2501,benign,
2502,beside,
2503,besides,
2504,bet,
2505,beverage,
2506,beware,
2507,bewilder,
2508,bibliography,
2509,bicycle,
2510,bin,
2511,biography,
2512,birth,
2513,birthday,
2514,biscuit,
2515,bite,
2516,blackboard,
2517,blackmail,
2518,blade,
2519,blanket,
2520,blast,
2521,blaze,
2522,bleed,
2523,blend,
2524,bless,
2525,blind,
2526,blog,
2527,blood,
2528,bloody,
2529,bloom,
2530,blossom,
2531,blouse,
2532,blunt,
2533,blush,
2534,board,
2535,boat,
2536,boil,
2537,bolt,
2538,bomb,
2539,bone,
2540,boot,
2541,booth,
2542,born,
2543,borrow,
2544,bosom,
2545,botany,
2546,bottle,
2547,bottom,
2548,bounce,
2549,boundary,
2550,bow,
2551,bowel,
2552,bowl,
2553,bowling,
2554,brace,
2555,brain,
2556,brandy,
2557,brass,
2558,breach,
2559,bread,
2560,breadth,
2561,breakfast,
2562,breed,
2563,breeze,
2564,bribe,
2565,brick,
2566,bride,
2567,briefcase,
2568,brilliant,
2569,brim,
2570,bring,
2571,brisk,
2572,brittle,
2573,broadcast,
2574,brochure,
2575,bronze,
2576,brook,
2577,broom,
2578,brother,
2579,brow,
2580,brown,
2581,browse,
2582,bruise,
2583,brutal,
2584,bucket,
2585,bud,
2586,buffet,
2587,bug,
2588,building,
2589,bull,
2590,bullet,
2591,bulletin,
2592,bully,
2593,bump,
2594,bundle,
2595,burglar,
2596,burn,
2597,bury,
2598,bush,
2599,busy,
2600,butter,
2601,butterfly,
2602,button,
2603,buzz,
2604,by-pass,
2605,cab,
2606,cabbage,
2607,cabinet,
2608,cafeteria,
2609,cage,
2610,cake,
2611,calcium,
2612,call,
2613,camel,
2614,camera,
2615,campus,
2616,candle,
2617,candy,
2618,cannon,
2619,canoe,
2620,canvas,
2621,cap,
2622,cape,
2623,capitalism,
2624,capsule,
2625,car,
2626,carbohydrate,
2627,card,
2628,cardinal,
2629,care,
2630,caress,
2631,cargo,
2632,carpenter,
2633,carriage,
2634,carrot,
2635,cart,
2636,cartoon,
2637,cash,
2638,cashier,
2639,cassette,
2640,casualty,
2641,cat,
2642,catalog,
2643,catastrophe,
2644,catch,
2645,cathedral,
2646,cattle,
2647,cave,
2648,ceiling,
2649,cell,
2650,cellar,
2651,cemetery,
2652,cent,
2653,centigrade,
2654,centimeter,
2655,centimetre,
2656,century,
2657,cereal,
2658,certainly,
2659,certify,
2660,chair,
2661,chalk,
2662,champagne,
2663,champion,
2664,chap,
2665,characterise,
2666,charm,
2667,chat,
2668,cheap,
2669,cheek,
2670,chef,
2671,cherish,
2672,cherry,
2673,chess,
2674,chest,
2675,chew,
2676,chicken,
2677,chief,
2678,childhood,
2679,chill,
2680,chin,
2681,china,
2682,chocolate,
2683,choke,
2684,chorus,
2685,christ,
2686,church,
2687,cigar,
2688,cigaret,
2689,cinema,
2690,circle,
2691,circular,
2692,circulate,
2693,circumference,
2694,circus,
2695,civilian,
2696,civilisation,
2697,civilise,
2698,civilize,
2699,clap,
2700,clarify,
2701,clash,
2702,clasp,
2703,class,
2704,classic,
2705,classmate,
2706,classroom,
2707,clause,
2708,claw,
2709,clay,
2710,clean,
2711,clergy,
2712,clever,
2713,click,
2714,climate,
2715,climax,
2716,climb,
2717,clinic,
2718,clip,
2719,cloak,
2720,clock,
2721,clockwise,
2722,close,
2723,closet,
2724,cloth,
2725,clothe,
2726,clothes,
2727,clothing,
2728,cloud,
2729,cloudy,
2730,club,
2731,clumsy,
2732,cluster,
2733,clutch,
2734,coal,
2735,coarse,
2736,coat,
2737,cock,
2738,code,
2739,coffee,
2740,cohesive,
2741,coin,
2742,coincide,
2743,coincidence,
2744,coke,
2745,collar,
2746,collect,
2747,college,
2748,collide,
2749,collision,
2750,colonel,
2751,comb,
2752,comedy,
2753,comet,
2754,comfortable,
2755,commemorate,
2756,commence,
2757,commend,
2758,common,
2759,commonplace,
2760,communicate,
2761,communication,
2762,communism,
2763,community,
2764,compact,
2765,company,
2766,compare,
2767,compartment,
2768,compass,
2769,compassion,
2770,compatible,
2771,compensation,
2772,compete,
2773,complain,
2774,complement,
2775,complementary,
2776,complete,
2777,complicate,
2778,complication,
2779,composite,
2780,compute,
2781,comrade,
2782,concede,
2783,concentration,
2784,concept,
2785,concern,
2786,concerning,
2787,concert,
2788,conflict,
2789,congratulate,
2790,congratulation,
2791,connexion,
2792,conquest,
2793,conscientious,
2794,consecutive,
2795,consider,
2796,consideration,
2797,console,
2798,conspiracy,
2799,construction,
2800,consult,
2801,contagious,
2802,container,
2803,contaminate,
2804,continue,
2805,contract,
2806,contradiction,
2807,contrive,
2808,conventional,
2809,conversation,
2810,conversion,
2811,convict,
2812,cook,
2813,cool,
2814,cop,
2815,copy,
2816,copyright,
2817,cord,
2818,cordial,
2819,corn,
2820,corner,
2821,correct,
2822,corresponding,
2823,corrode,
2824,costly,
2825,costume,
2826,cottage,
2827,cotton,
2828,couch,
2829,cough,
2830,count,
2831,country,
2832,couple,
2833,coupon,
2834,courage,
2835,courtyard,
2836,cousin,
2837,cover,
2838,cow,
2839,cozy,
2840,crab,
2841,cradle,
2842,crane,
2843,crazy,
2844,create,
2845,credential,
2846,credentials,
2847,crew,
2848,crime,
2849,crisis,
2850,criterion,
2851,criticise,
2852,crow,
2853,cruise,
2854,crush,
2855,crust,
2856,cry,
2857,crystal,
2858,cube,
2859,culprit,
2860,cup,
2861,cupboard,
2862,curiosity,
2863,curl,
2864,curse,
2865,curtain,
2866,cushion,
2867,customary,
2868,customer,
2869,cut,
2870,cylinder,
2871,daily,
2872,dairy,
2873,dam,
2874,damn,
2875,damp,
2876,data,
2877,date,
2878,daughter,
2879,daunt,
2880,daylight,
2881,daytime,
2882,dazzle,
2883,dead,
2884,deaf,
2885,dear,
2886,debut,
2887,deceit,
2888,deceive,
2889,december,
2890,decimal,
2891,deck,
2892,deduct,
2893,deep,
2894,deer,
2895,defect,
2896,defendant,
2897,deficit,
2898,defy,
2899,degenerate,
2900,delegate,
2901,delicious,
2902,denial,
2903,denounce,
2904,deny,
2905,department,
2906,depend,
2907,dependence,
2908,deplore,
2909,deposit,
2910,depress,
2911,depressed,
2912,depth,
2913,deputy,
2914,descend,
2915,descent,
2916,describe,
2917,desire,
2918,desolate,
2919,despatch,
2920,dessert,
2921,detail,
2922,detain,
2923,detective,
2924,deviate,
2925,device,
2926,devil,
2927,dew,
2928,diabetes,
2929,diagnose,
2930,diagram,
2931,dial,
2932,dialect,
2933,dialog,
2934,diameter,
2935,diary,
2936,dictation,
2937,dictionary,
2938,die,
2939,diet,
2940,difficult,
2941,difficulty,
2942,dig,
2943,digest,
2944,dilute,
2945,dim,
2946,dine,
2947,dinner,
2948,dinosaur,
2949,dip,
2950,diploma,
2951,diplomatic,
2952,direct,
2953,direction,
2954,director,
2955,directory,
2956,dirt,
2957,dirty,
2958,disastrous,
2959,disc,
2960,discount,
2961,discreet,
2962,discrepancy,
2963,disease,
2964,disgrace,
2965,disgust,
2966,dish,
2967,disk,
2968,dismay,
2969,dispatch,
2970,disperse,
2971,displace,
2972,displacement,
2973,dispose,
2974,disregard,
2975,disrupt,
2976,dissipate,
2977,distill,
2978,distress,
2979,disturbance,
2980,dive,
2981,divide,
2982,divine,
2983,dizzy,
2984,dock,
2985,doctor,
2986,doctorate,
2987,documentary,
2988,door,
2989,doorway,
2990,dorm,
2991,dormitory,
2992,dot,
2993,dove,
2994,downtown,
2995,downward,
2996,doze,
2997,dragon,
2998,draw,
2999,drawer,
3000,drawing,
3001,dread,
3002,dress,
3003,drill,
3004,drink,
3005,drip,
3006,drive,
3007,driver,
3008,drop,
3009,drown,
3010,drug,
3011,drum,
3012,drunk,
3013,dubious,
3014,duck,
3015,dull,
3016,dumb,
3017,dump,
3018,dusk,
3019,dust,
3020,duty,
3021,dwarf,
3022,dwell,
3023,dye,
3024,dynamical,
3025,dynasty,
3026,eagle,
3027,ear,
3028,earthquake,
3029,east,
3030,easter,
3031,eastern,
3032,ebb,
3033,eccentric,
3034,echo,
3035,eclipse,
3036,economic,
3037,economical,
3038,economy,
3039,edible,
3040,edit,
3041,editor,
3042,educate,
3043,education,
3044,effect,
3045,effort,
3046,egg,
3047,ego,
3048,eighteen,
3049,eject,
3050,elapse,
3051,elastic,
3052,elbow,
3053,elder,
3054,elderly,
3055,elect,
3056,electrician,
3057,electron,
3058,element,
3059,elephant,
3060,elevate,
3061,elevator,
3062,eloquent,
3063,embark,
3064,embarrass,
3065,embassy,
3066,embed,
3067,eminent,
3068,emotion,
3069,emperor,
3070,emphasise,
3071,employer,
3072,enable,
3073,enclose,
3074,enclosure,
3075,encourage,
3076,encyclopaedia,
3077,encyclopedia,
3078,endeavor,
3079,ending,
3080,endorse,
3081,endow,
3082,enemy,
3083,energy,
3084,engine,
3085,enlighten,
3086,enquire,
3087,enroll,
3088,enter,
3089,entity,
3090,entry,
3091,envelope,
3092,environment,
3093,envisage,
3094,envy,
3095,equal,
3096,equator,
3097,era,
3098,erosion,
3099,erroneous,
3100,error,
3101,escalate,
3102,escort,
3103,especially,
3104,essay,
3105,essential,
3106,establishment,
3107,eternal,
3108,ethnic,
3109,evacuate,
3110,evaporate,
3111,eve,
3112,evening,
3113,event,
3114,eventually,
3115,everyday,
3116,evil,
3117,evoke,
3118,exceedingly,
3119,except,
3120,excerpt,
3121,excite,
3122,exclaim,
3123,excursion,
3124,excuse,
3125,execute,
3126,exercise,
3127,exile,
3128,exotic,
3129,expedition,
3130,expel,
3131,expend,
3132,expensive,
3133,experience,
3134,experiment,
3135,experimental,
3136,expert,
3137,expertise,
3138,expire,
3139,explore,
3140,explosive,
3141,export,
3142,express,
3143,exquisite,
3144,exterior,
3145,extinct,
3146,extra,
3147,eyesight,
3148,fable,
3149,fabricate,
3150,fabulous,
3151,facility,
3152,fact,
3153,factor,
3154,factory,
3155,failure,
3156,fair,
3157,fairy,
3158,faith,
3159,faithfully,
3160,fall,
3161,false,
3162,familiar,
3163,famine,
3164,famous,
3165,fan,
3166,fantastical,
3167,fantasy,
3168,farewell,
3169,farm,
3170,farmer,
3171,farther,
3172,fascinate,
3173,fascinated,
3174,fashion,
3175,fasten,
3176,fat,
3177,fate,
3178,fatigued,
3179,fault,
3180,favor,
3181,favorite,
3182,favourable,
3183,favourite,
3184,fax,
3185,fearful,
3186,feast,
3187,feat,
